CustomerID,Recency,Frequency,Monetary
12518.0,19,4,1717.7500000000002
12519.0,54,1,340.84000000000003
12520.0,70,5,2595.26
12521.0,133,1,599.68
12522.0,30,2,192.72000000000003
12523.0,10,11,1745.57
12524.0,0,8,4485.719999999999
12526.0,44,2,1039.58
12527.0,72,3,348.71000000000004
12528.0,0,6,1922.28
12530.0,50,4,1623.63
12531.0,5,1,125.22
12532.0,21,1,349.83000000000004
12534.0,121,1,1089.18
12535.0,82,2,716.35
12536.0,34,2,8440.77
12538.0,20,1,363.95
12539.0,13,4,5568.349999999999
12540.0,10,17,13321.79
12541.0,20,3,981.1800000000002
12544.0,27,1,355.7
12545.0,66,2,1000.39
12546.0,37,2,1141.5
12547.0,188,2,207.8
12548.0,157,1,95.19999999999999
12550.0,70,1,964.83
12551.0,348,1,168.0
12552.0,29,2,437.82
12553.0,16,8,3385.4300000000003
12556.0,41,2,603.7099999999999
12557.0,7,5,11990.96
12559.0,301,2,536.21
12560.0,103,2,1436.3100000000002
12561.0,293,1,238.85
12562.0,13,6,3127.37
12564.0,252,1,456.90000000000003
12565.0,279,1,131.17
12566.0,77,1,346.7
12567.0,13,10,9131.439999999999
12569.0,7,26,3369.9700000000003
12571.0,30,2,519.61
12572.0,42,1,517.0400000000001
12573.0,218,1,160.54
12574.0,306,1,218.45000000000002
12576.0,26,5,1306.98
12577.0,26,3,626.5999999999999
12578.0,12,2,2764.61
12579.0,69,1,410.71999999999997
12580.0,237,1,415.70000000000005
12581.0,30,1,197.70999999999998
12582.0,229,2,511.3599999999999
12583.0,9,14,6553.41
12584.0,8,7,1799.55
12585.0,225,2,1999.8099999999995
12586.0,8,1,196.94000000000003
12588.0,30,1,214.89999999999998
12589.0,19,2,646.6800000000001
12590.0,202,2,9861.380000000001
12591.0,308,1,452.84999999999997
12592.0,83,2,437.6
12593.0,99,3,418.0999999999999
12594.0,28,10,3320.2200000000003
12596.0,42,2,618.27
12597.0,10,4,3683.13
12598.0,0,8,3002.6800000000003
12599.0,20,7,1032.5800000000004
12600.0,19,10,2581.04
12601.0,180,5,569.5600000000001
12602.0,49,1,153.12
12603.0,12,1,739.1999999999999
12604.0,70,2,254.17999999999998
12609.0,69,3,1126.8500000000001
12610.0,13,5,2057.99
12611.0,43,1,1193.32
12612.0,65,1,643.5900000000001
12613.0,48,5,3218.9799999999996
12614.0,268,1,315.59999999999997
12615.0,27,3,1868.3400000000001
12616.0,86,2,657.2499999999999
12617.0,20,1,355.53000000000003
12618.0,12,1,177.31
12619.0,7,8,3214.8100000000004
12620.0,5,3,1339.41
12621.0,14,19,12423.869999999999
12622.0,223,1,180.09999999999997
12623.0,267,1,305.1
12624.0,97,2,641.13
12625.0,202,2,2619.42
12626.0,14,9,6388.349999999999
12627.0,1,7,4478.530000000001
12628.0,24,2,554.3599999999999
12630.0,0,2,1270.88
12631.0,48,1,640.5
12633.0,49,4,2140.63
12635.0,80,2,1689.1800000000003
12637.0,58,8,5953.25
12638.0,24,1,671.69
12639.0,229,1,486.1
12640.0,14,3,1174.58
12641.0,106,1,185.9
12642.0,16,3,1013.26
12643.0,119,6,3344.6399999999994
12644.0,120,1,477.90999999999997
12645.0,24,4,1755.38
12646.0,40,1,731.6899999999999
12647.0,13,12,3669.9199999999996
12648.0,145,1,318.04999999999995
12649.0,98,3,623.51
12651.0,325,1,114.0
12652.0,322,1,914.53
12653.0,139,2,2209.85
12654.0,1,5,601.9799999999999
12656.0,8,5,4003.02
12657.0,2,3,1152.06
12658.0,9,1,686.05
12659.0,20,1,91.68
12660.0,2,1,245.10000000000002
12662.0,14,10,3592.13
12664.0,7,8,3973.88
12665.0,315,1,61.75
12667.0,49,1,620.1300000000001
12668.0,2,4,3743.18
12669.0,141,2,1607.73
12670.0,1,5,2986.15
12672.0,320,1,225.9
12673.0,317,1,220.9
12674.0,29,4,1923.85
12676.0,15,6,1331.39
12678.0,33,12,17588.260000000002
12679.0,49,4,1070.47
12680.0,64,3,613.36
12681.0,5,22,13677.59
12682.0,0,30,11651.59
12683.0,41,13,7495.11
12684.0,15,6,2104.23
12685.0,19,6,2863.08
12686.0,362,1,89.14
12688.0,104,1,4873.8099999999995
12689.0,16,2,1247.61
12690.0,196,1,389.01
12691.0,19,6,1035.8
12693.0,117,4,830.96
12694.0,61,2,869.67
12695.0,57,3,497.0
12697.0,19,3,939.02
12700.0,56,3,3589.24
12701.0,70,2,797.71
12702.0,10,1,219.0
12703.0,61,1,274.70000000000005
12704.0,13,7,2022.0800000000002
12705.0,6,9,6815.890000000001
12707.0,282,1,603.42
12708.0,20,10,2616.3199999999997
12709.0,6,15,9591.45
12710.0,87,3,1130.5700000000002
12712.0,19,13,4254.38
12714.0,0,5,4708.860000000001
12715.0,97,1,353.85999999999996
12716.0,124,1,677.8999999999999
12717.0,142,2,980.9799999999999
12718.0,62,1,238.25
12719.0,56,1,246.75
12720.0,6,24,5330.81
12721.0,22,6,2632.33
12722.0,76,4,938.23
12723.0,7,4,647.79
12724.0,72,3,823.17
12725.0,362,1,427.8
12726.0,19,7,2609.1
12727.0,1,7,3947.7000000000003
12728.0,62,4,836.3299999999999
12729.0,104,1,453.01000000000005
12731.0,14,12,18804.409999999996
12732.0,170,1,236.26000000000005
12733.0,225,1,383.95000000000005
12734.0,343,1,110.39999999999999
12735.0,306,2,779.57
12736.0,323,1,234.00000000000003
12738.0,362,1,155.35
12739.0,69,2,1013.0400000000001
12740.0,54,1,427.59999999999997
12743.0,125,2,546.4300000000001
12744.0,47,4,9120.39
12747.0,13,10,3757.5099999999998
12748.0,0,198,31137.47
12749.0,13,4,3108.0299999999997
12750.0,119,1,275.88
12752.0,72,1,4366.780000000001
12753.0,13,6,21029.409999999996
12754.0,226,3,3010.7400000000002
12755.0,271,2,3811.9499999999994
12756.0,77,1,112.08000000000001
12757.0,6,11,6042.4
12758.0,107,2,2791.59
12759.0,43,3,1531.4400000000003
12762.0,16,1,461.59000000000003
12763.0,129,2,494.08000000000004
12764.0,307,1,1693.88
12766.0,48,6,6271.200000000001
12769.0,229,1,1143.6
12770.0,201,1,1351.4499999999998
12772.0,50,1,892.4700000000001
12775.0,8,5,1351.24
12778.0,10,6,804.23
12779.0,28,8,3868.7
12781.0,54,2,826.74
12782.0,140,4,2021.07
12783.0,23,3,1203.29
12784.0,0,2,574.4200000000001
12785.0,355,1,311.95
12787.0,0,3,463.65999999999997
12789.0,56,1,91.85000000000001
12790.0,183,1,324.9200000000001
12791.0,364,1,192.60000000000002
12792.0,247,1,400.53999999999996
12793.0,325,2,545.48
12794.0,44,2,860.41
12795.0,9,1,430.48
12797.0,356,1,194.18
12798.0,1,3,6977.04
12802.0,177,1,412.58000000000004
12808.0,27,3,483.65000000000003
12809.0,168,1,484.36
12811.0,251,3,514.8499999999999
12812.0,35,1,229.64
12814.0,92,1,125.92
12815.0,138,2,1063.46
12816.0,86,2,572.2
12817.0,272,1,166.04
12818.0,252,1,1542.08
12820.0,35,3,731.9899999999999
12821.0,205,1,92.72
12822.0,61,2,918.9800000000001
12823.0,65,5,1759.5
12824.0,50,1,397.11999999999995
12826.0,20,6,1325.52
12827.0,23,2,318.7
12828.0,56,4,661.3100000000002
12829.0,327,2,253.04999999999998
12830.0,28,6,6814.640000000001
12831.0,253,1,215.05
12832.0,23,2,383.03000000000003
12833.0,136,1,417.38
12834.0,273,1,312.38
12836.0,50,4,2612.8599999999997
12837.0,164,1,134.1
12838.0,24,2,683.13
12839.0,2,13,4835.73
12840.0,134,4,2714.27
12841.0,5,23,3847.9700000000003
12842.0,61,2,1118.99
12843.0,56,8,1698.31
12844.0,20,2,325.96
12845.0,258,4,354.09
12847.0,13,1,871.5399999999998
12849.0,22,2,1050.8899999999999
12851.0,87,1,135.18
12852.0,285,1,299.75
12853.0,125,6,1881.7000000000003
12854.0,69,3,1320.5500000000002
12855.0,363,1,38.1
12856.0,9,5,1951.53
12857.0,201,2,1106.4
12863.0,43,1,504.20000000000005
12864.0,129,1,147.12
12865.0,17,2,1568.23
12866.0,274,1,559.12
12867.0,17,7,4022.7
12868.0,176,6,1607.0600000000002
12871.0,75,2,380.64000000000004
12872.0,317,2,599.9700000000001
12873.0,273,1,374.0
12875.0,134,2,343.2300000000001
12876.0,48,2,2218.020000000001
12877.0,15,11,1436.1100000000001
12878.0,227,2,854.99
12879.0,35,3,570.27
12881.0,266,1,298.0
12882.0,0,2,1463.0399999999997
12883.0,15,4,703.47
12884.0,79,1,309.05000000000007
12885.0,54,3,1158.2699999999998
12886.0,58,2,1351.09
12888.0,205,2,324.27
12890.0,15,1,380.47
12891.0,176,3,331.0
12893.0,21,1,188.14000000000001
12895.0,33,2,347.3
12897.0,195,2,216.5
12901.0,1,27,16178.599999999999
12902.0,255,1,138.67999999999998
12904.0,9,2,509.58
12906.0,2,5,2919.81
12908.0,167,2,750.0
12909.0,30,5,2143.6800000000003
12910.0,14,8,3075.0400000000004
12912.0,5,3,858.0600000000002
12913.0,6,4,1948.53
12915.0,139,2,363.65
12916.0,129,4,2982.35
12917.0,119,1,594.0
12919.0,7,5,1013.54
12920.0,8,1,164.23000000000002
12921.0,0,37,16445.29
12922.0,152,1,405.38
12923.0,55,1,176.97
12924.0,79,4,929.9500000000002
12925.0,65,1,368.31
12928.0,26,5,2062.7
12929.0,302,1,117.85
12930.0,69,2,409.90000000000003
12931.0,12,15,34812.11
12933.0,15,3,607.53
12935.0,17,5,1812.6699999999996
12936.0,8,4,1012.9000000000002
12937.0,6,4,1504.2700000000002
12938.0,16,1,114.13999999999999
12939.0,55,8,11581.800000000001
12940.0,45,2,877.5400000000001
12942.0,122,3,683.9000000000001
12944.0,26,2,604.5099999999999
12945.0,279,1,462.95000000000005
12947.0,134,6,1422.24
12948.0,7,7,2053.7
12949.0,21,8,4143.02
12950.0,15,1,311.6
12951.0,164,5,738.2800000000001
12952.0,34,3,1085.11
12953.0,0,1,329.85
12955.0,7,9,3927.04
12956.0,297,1,108.07
12957.0,0,8,3979.04
12962.0,104,1,170.54000000000002
12963.0,1,7,1591.9800000000002
12965.0,80,1,771.91
12966.0,0,1,160.18
12967.0,348,2,1660.9
12968.0,103,1,135.95
12970.0,313,2,23.799999999999997
12971.0,1,83,10771.86
12974.0,188,1,144.8
12976.0,202,1,738.6
12977.0,147,1,39.24
12980.0,148,9,7092.06
12981.0,20,2,372.2199999999999
12982.0,233,1,377.19999999999993
12984.0,9,1,97.5
12985.0,19,1,730.6199999999999
12987.0,64,2,544.9999999999999
12988.0,283,1,535.3200000000002
12989.0,12,13,6725.379999999999
12990.0,22,3,409.5000000000001
12991.0,14,2,503.76000000000005
12993.0,14,4,414.75999999999993
12994.0,111,2,573.27
12995.0,76,1,200.72
12997.0,13,4,1197.94
12999.0,187,3,455.88
13000.0,97,3,534.8500000000001
13001.0,13,12,9206.91
13002.0,309,1,120.94999999999999
13003.0,96,3,149.05
13004.0,2,17,5629.23
13005.0,164,2,468.95000000000005
13006.0,47,1,81.57
13008.0,314,1,229.47000000000003
13011.0,363,1,50.550000000000004
13012.0,0,8,1537.9700000000003
13013.0,12,12,4491.889999999999
13014.0,1,10,3365.43
13015.0,44,5,3346.2799999999997
13016.0,64,3,789.8899999999999
13018.0,7,28,7272.75
13021.0,16,8,2306.0
13023.0,55,2,689.9000000000001
13026.0,22,4,758.2499999999999
13027.0,104,6,6912.0
13028.0,13,2,659.6800000000002
13029.0,21,3,1247.5
13030.0,2,2,799.4800000000001
13032.0,43,2,996.5200000000001
13033.0,348,1,190.54999999999998
13034.0,45,2,642.7700000000001
13035.0,64,2,890.83
13037.0,129,3,881.07
13038.0,71,3,908.46
13040.0,24,1,303.25
13043.0,264,1,471.57000000000005
13044.0,282,1,560.47
13045.0,90,1,305.28
13046.0,21,2,629.31
13047.0,22,10,3100.8999999999996
13048.0,5,4,1805.9099999999999
13049.0,55,2,656.6800000000002
13050.0,5,17,5693.110000000001
13052.0,203,1,348.15000000000003
13055.0,69,3,1201.96
13058.0,15,3,271.4
13059.0,240,1,183.4
13060.0,244,1,307.53000000000003
13061.0,63,1,248.61
13062.0,182,1,346.98
13064.0,3,4,1119.4900000000002
13065.0,364,1,205.85999999999999
13066.0,15,2,430.90000000000003
13067.0,73,1,115.46000000000001
13068.0,1,2,344.0
13069.0,5,23,3741.54
13070.0,183,1,228.8
13072.0,257,1,177.14999999999998
13075.0,120,1,919.6100000000001
13077.0,281,3,577.44
13078.0,1,25,11616.300000000001
13079.0,12,4,190.09999999999997
13080.0,170,1,58.08
13081.0,2,11,28083.98
13082.0,117,9,3613.6299999999997
13083.0,66,1,192.39
13085.0,148,2,416.08000000000004
13089.0,2,92,52748.06
13090.0,10,13,8363.71
13091.0,19,1,319.82000000000005
13092.0,61,5,459.83
13093.0,266,8,7815.27
13094.0,12,11,1715.22
13095.0,61,1,74.4
13097.0,23,10,5951.7699999999995
13098.0,0,25,26411.4
13099.0,89,1,207.35999999999999
13101.0,225,1,101.19
13102.0,14,22,5871.5599999999995
13103.0,30,1,243.94
13104.0,37,5,759.0
13106.0,124,1,59.5
13107.0,35,4,1524.0700000000002
13108.0,363,1,350.05999999999995
13109.0,50,2,778.6400000000001
13110.0,22,7,1470.77
13113.0,5,23,11257.26
13115.0,2,4,2225.1800000000003
13116.0,129,1,485.19
13117.0,12,8,984.9100000000001
13118.0,10,5,1125.0000000000002
13120.0,229,1,30.599999999999998
13121.0,260,1,254.72999999999996
13122.0,85,2,922.39
13124.0,80,3,3866.33
13126.0,35,7,1686.8500000000001
13127.0,68,1,259.16999999999996
13130.0,85,1,64.0
13131.0,14,3,1039.2999999999997
13132.0,252,1,77.3
13133.0,264,2,109.80000000000001
13134.0,76,4,1740.63
13135.0,187,1,3096.0
13136.0,47,5,2565.0299999999997
13137.0,1,8,3650.41
13138.0,13,6,962.39
13139.0,7,7,5055.790000000001
13140.0,99,3,423.72
13141.0,75,5,2385.8
13142.0,10,1,307.0899999999999
13144.0,323,1,110.94999999999999
13145.0,30,4,614.77
13146.0,17,1,228.91
13147.0,1,4,712.8000000000001
13148.0,20,12,3588.69
13149.0,5,4,1676.0600000000002
13151.0,286,1,1257.8700000000003
13155.0,24,4,971.7600000000002
13157.0,40,4,1721.57
13158.0,85,4,1201.06
13159.0,41,3,1097.1900000000003
13160.0,13,1,91.8
13161.0,304,1,112.75
13162.0,113,4,1644.9899999999998
13165.0,37,2,1021.48
13166.0,274,1,414.70000000000005
13167.0,9,4,791.3299999999999
13168.0,27,4,1312.24
13169.0,54,2,712.88
13170.0,17,1,116.00999999999999
13171.0,12,3,426.81
13173.0,358,1,165.94000000000003
13174.0,7,3,2817.0299999999997
13176.0,37,1,492.84000000000003
13177.0,55,1,282.45
13178.0,17,11,5725.469999999999
13182.0,36,1,121.18
13183.0,28,8,3528.7200000000003
13184.0,5,10,1671.29
13185.0,258,1,71.4
13186.0,30,3,1539.6900000000003
13187.0,327,1,236.01999999999998
13188.0,2,1,114.60000000000001
13189.0,9,2,260.67999999999995
13192.0,86,2,911.9400000000002
13193.0,52,1,117.88000000000001
13194.0,126,1,60.7
13196.0,2,4,1797.78
13198.0,1,6,3390.29
13199.0,1,35,9162.14
13200.0,10,4,870.0900000000001
13203.0,0,4,869.4599999999999
13207.0,6,2,250.26000000000002
13208.0,49,6,1205.8999999999999
13209.0,21,8,5856.960000000001
13210.0,84,1,353.48
13211.0,1,3,1197.42
13212.0,10,3,780.5799999999999
13213.0,47,5,1518.43
13216.0,258,1,333.74
13217.0,113,2,133.62
13218.0,118,1,62.64
13220.0,69,4,819.29
13221.0,231,2,847.4100000000001
13223.0,191,2,163.20000000000002
13224.0,51,2,2155.9499999999994
13225.0,51,6,4719.84
13226.0,264,1,108.21
13227.0,192,1,257.7
13228.0,72,1,358.0
13229.0,216,1,160.95
13230.0,19,13,2366.1499999999996
13232.0,3,7,1357.6000000000001
13233.0,65,2,605.1199999999999
13235.0,203,1,1031.0700000000002
13236.0,15,2,727.2700000000001
13238.0,8,4,680.8299999999999
13239.0,252,1,329.56
13240.0,87,4,663.6500000000001
13242.0,103,3,270.40000000000003
13243.0,194,1,600.0700000000002
13244.0,83,1,121.74
13245.0,41,1,430.5
13246.0,9,6,1987.3
13247.0,8,4,501.11999999999995
13248.0,115,2,465.67999999999995
13249.0,83,3,711.41
13253.0,147,2,1030.3999999999999
13255.0,0,2,390.66
13258.0,2,3,698.5799999999999
13259.0,52,1,292.31999999999994
13260.0,52,1,557.62
13261.0,259,2,944.1
13262.0,254,1,200.29
13263.0,2,33,7109.870000000001
13265.0,44,5,2107.6600000000003
13266.0,2,12,3763.0599999999995
13267.0,8,18,4135.04
13268.0,8,10,3167.64
13269.0,2,14,4983.900000000001
13270.0,357,1,590.0
13271.0,28,1,193.55999999999995
13272.0,22,2,276.56000000000006
13273.0,104,1,138.98
13276.0,54,2,590.93
13277.0,6,4,258.4
13278.0,31,1,542.73
13279.0,69,1,126.3
13280.0,113,3,814.86
13282.0,9,3,1129.59
13283.0,50,2,93.66
13284.0,321,1,196.15
13285.0,14,4,2709.1200000000003
13291.0,146,1,361.11
13292.0,29,2,578.9399999999999
13294.0,180,2,873.74
13295.0,350,1,201.2
13296.0,128,1,87.4
13297.0,14,3,1766.33
13299.0,259,1,142.5
13300.0,160,1,365.28999999999996
13301.0,94,4,618.09
13302.0,145,1,63.75
13304.0,342,1,300.41999999999996
13305.0,12,9,1787.6999999999998
13307.0,111,1,15.0
13308.0,13,3,1380.11
13309.0,36,4,1221.9099999999999
13310.0,19,3,1083.63
13311.0,141,1,490.11
13313.0,13,5,1555.32
13314.0,54,2,407.04
13316.0,28,4,5977.7300000000005
13317.0,57,6,2140.92
13318.0,28,1,302.96000000000004
13319.0,8,25,10396.460000000001
13320.0,68,4,1491.7
13321.0,63,2,567.36
13322.0,8,1,199.48
13323.0,12,3,355.3
13324.0,27,10,7072.799999999999
13325.0,72,1,675.3
13327.0,29,8,3617.5699999999993
13328.0,307,1,1308.48
13329.0,22,2,740.4000000000001
13330.0,83,3,1140.93
13332.0,5,1,350.9
13334.0,73,3,3536.8200000000006
13336.0,68,1,795.1200000000001
13338.0,148,1,443.71999999999997
13339.0,191,1,860.12
13340.0,36,7,10736.48
13341.0,251,1,775.8499999999999
13343.0,168,1,303.92999999999995
13344.0,58,3,2543.7200000000007
13345.0,278,1,377.6
13347.0,61,1,341.36
13348.0,55,1,233.76
13349.0,1,1,247.32
13350.0,7,2,910.72
13351.0,57,1,373.94
13352.0,51,1,397.97999999999996
13354.0,62,1,743.5300000000001
13355.0,113,1,674.7
13356.0,71,1,768.2400000000001
13357.0,248,1,609.95
13358.0,259,1,439.03000000000003
13359.0,54,1,431.25999999999993
13362.0,0,4,3085.4900000000002
13363.0,8,2,992.5
13365.0,24,2,2191.2200000000003
13366.0,41,1,56.160000000000004
13368.0,247,2,623.4
13369.0,356,1,263.75
13370.0,362,1,721.3200000000003
13372.0,80,1,378.63999999999993
13373.0,51,3,3312.2500000000005
13375.0,79,1,772.9
13376.0,90,3,1019.76
13379.0,17,3,572.56
13381.0,22,6,3626.81
13382.0,271,1,222.99
13384.0,21,7,4141.030000000001
13385.0,320,1,534.5699999999999
13388.0,122,2,627.1500000000001
13389.0,2,3,797.9599999999999
13390.0,65,1,544.08
13391.0,194,1,59.8
13394.0,44,7,2217.92
13395.0,176,1,307.71999999999997
13396.0,20,2,1325.2900000000002
13397.0,63,5,1539.18
13398.0,183,1,457.34000000000003
13402.0,118,2,621.2300000000002
13403.0,8,1,75.0
13404.0,203,1,217.81
13405.0,65,3,572.4509999999999
13408.0,2,59,26560.61
13410.0,15,5,988.9100000000001
13411.0,98,1,213.55
13414.0,124,3,1390.5
13416.0,34,2,712.5
13417.0,196,1,236.0
13418.0,2,18,5859.030000000001
13419.0,54,1,221.06
13420.0,140,2,140.35
13421.0,31,2,1851.08
13422.0,55,1,2601.55
13425.0,99,3,1624.2100000000003
13426.0,1,9,3266.54
13427.0,10,3,582.6
13428.0,1,1,218.46999999999997
13429.0,1,4,1006.7999999999998
13430.0,9,2,652.0699999999999
13431.0,58,2,1269.1
13434.0,65,2,534.24
13435.0,15,6,3352.19
13437.0,5,7,3408.0600000000004
13439.0,246,1,283.71
13441.0,82,1,296.64000000000004
13447.0,14,3,1108.3900000000003
13448.0,7,6,3465.67
13449.0,14,1,291.88000000000005
13450.0,17,6,2043.72
13451.0,17,5,2976.15
13452.0,250,2,590.0
13453.0,156,2,356.97999999999996
13455.0,15,2,1041.8400000000001
13456.0,8,6,1737.8200000000002
13458.0,14,13,8959.349999999999
13460.0,20,2,183.44
13461.0,29,3,1445.0000000000002
13462.0,243,1,151.5
13464.0,49,1,674.6800000000001
13466.0,175,1,307.90000000000003
13467.0,1,2,1083.71
13468.0,9,35,5375.81
13470.0,90,2,165.0
13471.0,12,2,1546.3999999999999
13473.0,51,2,417.54
13474.0,227,1,229.59
13475.0,182,4,1431.7800000000002
13476.0,169,2,1217.77
13477.0,28,6,1446.63
13479.0,191,2,291.0
13481.0,36,5,1791.8100000000002
13482.0,223,1,184.64
13483.0,56,1,140.34
13484.0,232,1,313.8
13485.0,224,1,454.24
13486.0,69,3,1122.4099999999999
13487.0,48,3,575.4000000000001
13488.0,8,13,8960.41
13489.0,96,4,449.52
13491.0,42,10,1215.8199999999997
13492.0,127,3,1269.84
13493.0,266,2,618.63
13494.0,302,1,316.26000000000005
13495.0,26,4,1677.4799999999998
13496.0,1,2,617.9300000000001
13497.0,273,2,321.04999999999995
13499.0,8,5,1146.96
13500.0,14,3,1136.7699999999998
13501.0,278,1,1340.32
13502.0,7,3,291.99999999999994
13503.0,62,1,216.85000000000002
13504.0,55,1,295.93000000000006
13505.0,63,4,4312.13
13506.0,307,2,452.82
13507.0,89,3,2022.79
13508.0,234,1,110.97000000000003
13509.0,43,6,881.62
13510.0,36,3,1443.2999999999997
13512.0,251,1,251.20999999999998
13513.0,117,1,205.09999999999997
13514.0,64,1,152.20000000000002
13515.0,63,4,891.12
13516.0,12,3,1389.4100000000003
13517.0,50,3,2124.67
13518.0,76,1,659.4399999999998
13519.0,68,1,110.8
13520.0,49,6,3487.7499999999995
13521.0,1,1,287.87999999999994
13522.0,21,1,125.80000000000001
13523.0,24,5,3792.38
13524.0,31,5,680.1800000000001
13525.0,5,2,628.78
13527.0,24,7,2263.76
13529.0,69,2,307.76
13531.0,196,2,483.80000000000007
13532.0,24,1,210.30999999999995
13533.0,173,3,270.79
13534.0,23,24,5293.68
13536.0,0,5,2439.29
13538.0,34,7,1280.8500000000001
13539.0,76,3,631.34
13544.0,30,2,291.40999999999997
13546.0,3,3,626.99
13548.0,87,2,682.4100000000001
13549.0,16,7,916.12
13551.0,310,1,91.80000000000001
13552.0,57,12,3562.0299999999997
13555.0,64,4,4149.280000000001
13557.0,19,2,584.06
13558.0,14,3,482.38
13561.0,206,1,141.86
13562.0,72,3,1799.33
13563.0,75,2,777.53
13564.0,345,2,1198.3800000000003
13565.0,10,2,240.22
13566.0,31,2,874.71
13568.0,164,1,192.85
13569.0,8,2,373.74999999999994
13570.0,234,1,239.49000000000004
13571.0,3,12,2092.3199999999997
13572.0,196,1,1384.2499999999998
13573.0,41,2,294.4
13575.0,14,5,732.07
13576.0,1,18,6703.300000000001
13577.0,16,4,1658.3
13579.0,5,2,467.0400000000001
13581.0,300,1,118.0
13583.0,146,1,781.03
13584.0,297,1,142.4
13587.0,54,1,413.00000000000006
13588.0,6,9,2449.5299999999997
13589.0,5,2,379.65000000000003
13590.0,2,6,1976.1199999999994
13591.0,55,3,1117.1299999999997
13592.0,26,4,247.95999999999998
13593.0,99,5,1990.2800000000004
13594.0,43,1,396.97
13596.0,3,1,411.6
